権利付最終日,銘柄コード,銘柄名,市場,貸借,出来高,時価総額,発行株数,PER,PBR,単位,逆日歩確報,逆日歩_日数,日証金_買い残高,日証金_買い新規,日証金_売り残高,日証金_売り新規,日証金_残高倍率
2022-12-28,3405,クラレ,東P,貸借,1166500,387511050000,354863598.9010989,6.73,0.57,100,3.0,5,45500,500,18300,16200,2.49
2022-12-28,3482,ロードスターキャピタル,東P,貸借,189100,34739280000,21444000.0,5.37,1.79,100,0.0,5,61500,1000,2200,0,27.95
2022-12-28,3639,ボルテージ,東S,貸借,47400,2090880000,6513644.859813084,-1.0,0.96,100,0.25,5,9300,0,8800,2900,1.06
2022-12-28,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,東P,貸借,51400,39198920000,25159768.93453145,12.61,1.41,100,4.25,5,7100,1000,5900,4700,1.2
2022-12-28,3758,アエリア,東S,貸借,156300,9105020000,23649402.5974026,49.61,0.95,100,0.0,5,48600,12000,0,0,-1.0
2022-12-28,3788,ＧＭＯグローバルサイン・ホールディングス,東P,貸借,38800,44959580000,11692998.699609883,52.31,5.58,100,2.75,5,27800,2400,100,0,278.0
2022-12-28,3807,フィスコ,東G,貸借,269900,6013970000,45908167.9389313,-1.0,2.92,100,0.0,5,302100,12100,302100,100,1.0
2022-12-28,3950,ザ・パック,東P,貸借,81000,48058500000,19900000.0,11.31,0.7,100,4.75,5,4200,3100,4500,3300,0.93
2022-12-28,3964,オークネット,東P,貸借,35400,48903990000,26463198.051948052,11.09,2.14,100,3.5,5,12100,1000,5100,4600,2.37
2022-12-28,3983,オロ,東P,貸借,54200,30858820000,16156450.261780106,18.96,4.2,100,0.0,5,8700,1100,8700,100,1.0
2022-12-28,3998,すららネット,東G,貸借,33400,5067930000,6694755.614266843,14.26,2.5,100,0.0,5,100000,2000,100000,0,1.0
2022-12-28,4025,多木化学,東P,貸借,31800,43131980000,9458767.54385965,19.21,1.24,100,0.0,5,1700,0,800,200,2.13
2022-12-28,4072,電算システムホールディングス,東P,貸借,23800,-1,-0.00047214353163361664,-1.0,-1.0,100,2.75,5,900,500,900,800,1.0
2022-12-28,4099,四国化成ホールディングス,東P,貸借,104700,69766180000,52973561.12376613,13.91,0.85,100,1.75,5,5200,0,100,0,52.0
2022-12-28,4221,大倉工業,東P,貸借,77700,24581440000,12414868.686868686,6.24,0.43,100,80.0,5,2900,0,10300,7300,0.28
2022-12-28,4245,ダイキアクシス,東S,貸借,56300,9720860000,13672095.639943741,16.47,0.99,100,32.0,5,14100,0,61000,20700,0.23
2022-12-28,4258,網屋,東G,貸借,10700,4139200000,4139200.0,17.39,2.81,100,0.0,5,4200,100,0,0,-1.0
2022-12-28,4326,インテージホールディングス,東P,貸借,209800,56919800000,40425994.31818182,15.64,1.78,100,0.0,5,14700,200,0,0,-1.0
2022-12-28,4351,山田債権回収管理総合事務所,東S,貸借,3900,3828390000,4267993.311036789,49.87,1.2,100,0.0,5,1400,200,0,0,-1.0
2022-12-28,4392,ＦＩＧ,東P,貸借,300500,12551420000,31300299.251870323,17.2,1.23,100,0.0,5,54300,8900,30700,8300,1.77
2022-12-28,4404,ミヨシ油脂,東S,貸借,49700,10069830000,10306888.433981577,-1.0,0.41,100,4.75,5,5500,500,125000,14800,0.04
2022-12-28,4448,Ｃｈａｔｗｏｒｋ,東G,貸借,382400,24766230000,39817090.032154344,-1.0,8.75,100,0.25,5,188900,6400,437300,11300,0.43
2022-12-28,4578,大塚ホールディングス,東P,貸借,562900,2455000000000,557827766.4167235,17.83,1.07,100,2.5,5,5700,300,1400,1200,4.07
2022-12-28,4631,ＤＩＣ,東P,貸借,340200,227615310000,95156902.17391305,12.86,0.59,100,0.0,5,13200,100,800,0,16.5
2022-12-28,4633,サカタインクス,東P,貸借,184200,57043490000,54172355.17568851,11.57,0.61,100,0.25,5,3900,0,14100,5000,0.28
2022-12-28,4680,ラウンドワン,東P,貸借,2212400,142529880000,287358629.0322581,14.64,2.34,100,0.0,5,344200,11400,3000,0,114.73
2022-12-28,4746,東計電算,東S,貸借,48200,50583500000,18700000.0,14.14,1.65,100,0.0,5,3000,600,3000,600,1.0
2022-12-28,4755,楽天グループ,東P,貸借,7628700,942905690000,1590060185.4974704,-1.0,1.19,100,0.5,5,10142300,990800,17939700,2135100,0.57
2022-12-28,4820,ＥＭシステムズ,東P,貸借,53400,59611840000,74514800.0,29.84,2.91,100,0.0,5,8100,0,2300,0,3.52
2022-12-28,4826,ＣＩＪ,東P,貸借,119600,19794550000,44482134.83146068,15.1,1.24,100,0.25,5,4200,3800,21200,3200,0.2
2022-12-28,4828,ビジネスエンジニアリング,東P,貸借,19300,28560000000,12000000.0,12.27,3.3,100,0.25,5,1900,0,300,100,6.33
2022-12-28,4911,資生堂,東P,貸借,3561000,2595200000000,400000000.0,75.81,4.29,100,2.0,5,5700,1300,169500,55100,0.03
2022-12-28,4912,ライオン,東P,貸借,1098400,451968800000,292536440.12944984,20.03,1.66,100,1.75,5,10300,2500,7200,4200,1.43
2022-12-28,4919,ミルボン,東P,貸借,148800,190424090000,33117233.04347826,33.53,4.25,100,2.25,5,2800,2200,2800,1600,1.0
2022-12-28,4922,コーセー,東P,貸借,422500,920400690000,60592540.487162605,46.17,3.35,100,9.5,5,1600,900,23700,18500,0.07
2022-12-28,4927,ポーラ・オルビスホールディングス,東P,貸借,1065900,433525600000,229136152.21987316,36.57,2.45,100,4.25,5,15300,5000,15300,12900,1.0
2022-12-28,4967,小林製薬,東P,貸借,345300,698547500000,78050000.0,32.76,3.32,100,3.25,5,16000,500,66500,6800,0.24
2022-12-28,4971,メック,東P,貸借,208300,43253200000,20071090.48723898,13.37,1.76,100,0.0,5,31800,9700,300,0,106.0
2022-12-28,4985,アース製薬,東P,貸借,99200,113699120000,22077499.029126212,21.43,1.81,100,2.75,5,3800,200,1600,1200,2.38
2022-12-28,5070,ドラフト,東G,貸借,88500,3965800000,10040000.0,187.81,1.33,100,40.0,5,16000,4400,17000,5200,0.94
2022-12-28,5184,ニチリン,東S,貸借,48000,26213610000,14371496.710526315,5.63,0.56,100,7.0,5,2200,0,21300,6300,0.1
2022-12-28,5301,東海カーボン,東P,貸借,2400400,249236950000,224943095.66787004,10.54,0.88,100,0.0,5,189600,140900,42200,6600,4.49
2022-12-28,5946,長府製作所,東P,貸借,45700,67185820000,34739307.135470524,17.33,0.52,100,2.75,5,200,0,1900,1200,0.11
2022-12-28,5959,岡部,東P,貸借,99700,34749890000,49290624.11347517,8.67,0.5,100,1.75,5,7100,100,21200,2200,0.33
2022-12-28,6071,ＩＢＪ,東P,貸借,226500,38892000000,42000000.0,24.95,4.92,100,0.0,5,45000,0,4600,3900,9.78
2022-12-28,6078,バリューＨＲ,東P,貸借,133900,42917040000,26640000.0,48.03,7.51,100,2.5,5,6300,500,11100,4000,0.57
2022-12-28,6171,土木管理総合試験所,東S,貸借,28600,4394590000,14221974.110032363,12.55,0.96,100,0.0,5,10400,0,0,0,-1.0
2022-12-28,6425,ユニバーサルエンターテインメント,東S,貸借,297000,193189750000,80194997.92444998,16.22,0.53,100,0.0,5,75000,2100,7300,1700,10.27
2022-12-28,6498,キッツ,東P,貸借,362400,71594030000,90396502.52525252,8.31,0.79,100,0.25,5,18600,5400,3400,3400,5.47
2022-12-28,6546,フルテック,東S,貸借,7100,6597020000,5367794.95524817,70.14,1.07,100,3.0,5,3500,0,14200,4100,0.25
2022-12-28,6547,グリーンズ,東S,貸借,41800,13259890000,12886190.476190476,3.16,4.29,100,0.0,5,8600,700,0,0,-1.0
2022-12-28,6592,マブチモーター,東P,貸借,372000,255560930000,134152719.16010499,17.23,0.88,100,4.75,5,11000,6400,7200,5600,1.53
2022-12-28,6653,正興電機製作所,東P,貸借,23000,12553180000,12603594.377510041,11.18,1.05,100,2.25,5,8800,300,15000,0,0.59
2022-12-28,6789,ローランド　ディー．ジー．,東P,貸借,94400,36374230000,12656308.281141266,8.28,1.11,100,0.0,5,5100,100,400,200,12.75
2022-12-28,7128,フルサト・マルカホールディングス,東P,貸借,65800,89473340000,25563811.42857143,19.56,1.24,100,15.25,5,700,100,2900,1400,0.24
2022-12-28,7135,ジャパンクラフトホールディングス,東S,貸借,65200,9882540000,30501666.666666668,-1.0,1.49,100,0.25,5,74000,0,131400,16800,0.56
2022-12-28,7172,ジャパンインベストメントアドバイザー,東P,貸借,312866,36324270000,79658486.84210527,8.09,0.78,100,0.25,5,16744,0,644,161,26.0
2022-12-28,7272,ヤマハ発動機,東P,貸借,3569400,1075100000000,1050928641.2512219,5.95,1.04,100,0.5,5,124200,14700,1500,300,82.8
2022-12-28,7532,パン・パシフィック・インターナショナルホールディングス,東P,貸借,5395300,1542400000000,634471410.9419992,21.91,3.31,100,0.0,5,40000,4100,10100,9900,3.96
2022-12-28,7613,シークス,東P,貸借,376900,65167200000,50400000.0,12.92,0.8,100,2.75,5,6500,1900,9100,7100,0.71
2022-12-28,7625,グローバルダイニング,東S,貸借,95800,3795520000,10370273.224043716,17.06,1.06,100,20.0,5,66300,0,162500,4400,0.41
2022-12-28,7782,シンシア,東S,貸借,23100,3554610000,6862181.467181467,49.41,1.64,100,0.25,5,1900,0,61100,13000,0.03
2022-12-28,7803,ブシロード,東G,貸借,216200,46915800000,71084545.45454545,22.88,2.3,100,0.0,5,51500,2200,19200,2600,2.68
2022-12-28,7816,スノーピーク,東P,貸借,450200,93023460000,38140000.0,47.39,6.15,100,7.5,5,141400,16300,1353900,800,0.1
2022-12-28,7833,アイフィスジャパン,東S,貸借,33100,6329550000,10241990.291262137,10.16,1.16,100,0.0,5,74500,0,6500,3200,11.46
2022-12-28,7846,パイロットコーポレーション,東P,貸借,193100,205517770000,41814398.7792472,12.29,1.66,100,6.75,5,6800,1000,4600,2700,1.48
2022-12-28,7925,前澤化成工業,東P,貸借,151800,21364050000,15731995.58173785,13.77,0.53,100,2.5,5,400,0,50800,13800,0.01
2022-12-28,7936,アシックス,東P,貸借,520000,566004130000,189870556.86011407,27.46,3.2,100,2.25,5,5400,0,420300,12400,0.01
2022-12-28,7984,コクヨ,東P,貸借,467300,245254390000,128742461.94225721,12.07,0.93,100,1.5,5,24600,0,41400,18100,0.59
2022-12-28,7989,立川ブラインド工業,東P,貸借,25400,24210350000,20763593.481989708,9.0,0.52,100,3.5,5,1200,200,6100,2900,0.2
2022-12-28,8029,ルックホールディングス,東S,貸借,65800,18794930000,7740910.214168039,6.7,0.6,100,2.75,5,14300,400,17300,1700,0.83
2022-12-28,8165,千趣会,東S,貸借,176100,20926910000,52056990.049751244,-1.0,0.86,100,17.0,5,2000,0,202800,94300,0.01
2022-12-28,8179,ロイヤルホールディングス,東P,貸借,332200,118272330000,49861859.19055649,42.42,2.64,100,5.0,5,1200,0,243300,76100,0.0
2022-12-28,8202,ラオックスホールディングス,東S,貸借,2782200,21000390000,93335066.66666667,298.1,1.01,100,0.0,5,1398300,23900,878000,0,1.59
2022-12-28,8963,インヴィンシブル投資法人,東証,貸借,25278,-1,-1.9569471624266145e-05,-1.0,-1.0,1,0.0,5,931,64,881,214,1.06
2022-12-28,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,東P,貸借,81300,50379520000,14353139.601139601,7.39,0.7,100,0.0,5,19300,200,100,0,193.0
2022-12-28,9384,内外トランスライン,東P,貸借,56000,23225350000,10697996.315062184,4.55,1.27,100,7.5,5,10700,100,12400,7200,0.86
2022-12-28,9416,ビジョン,東P,貸借,736900,70028060000,50379899.280575536,43.87,5.65,100,0.0,5,104100,6600,128400,13100,0.81
2022-12-28,9441,ベルパーク,東S,貸借,13500,41506470000,20197795.620437957,15.68,1.3,100,84.0,5,1400,0,28500,6900,0.05
2022-12-28,9449,ＧＭＯインターネットグループ,東P,貸借,174900,272886340000,110704397.56592292,19.92,3.64,100,0.0,5,45700,100,100,0,457.0
2022-12-28,9543,静岡ガス,東P,貸借,317700,84878940000,76192944.34470376,13.82,0.89,100,1.75,5,6100,5600,8700,4900,0.7
2022-12-28,9656,グリーンランドリゾート,東S,貸借,28300,5804480000,10346666.666666666,13.54,0.62,100,1.5,5,11100,100,22000,5000,0.5
2022-12-28,9672,東京都競馬,東P,貸借,252600,108443490000,28764851.45888594,11.01,1.29,100,5.75,5,12000,1300,1500,1100,8.0
2022-12-28,9722,藤田観光,東P,貸借,68700,34229610000,12207421.540656205,-1.0,1.49,100,0.25,5,7400,0,5700,4300,1.3
2022-12-28,9749,富士ソフト,東P,貸借,60200,254772000000,67400000.0,20.86,1.77,100,7.5,5,4400,0,2400,1000,1.83
2022-12-28,9757,船井総研ホールディングス,東P,貸借,142300,143430000000,52500000.0,27.09,5.02,100,0.0,5,4900,700,4900,1000,1.0
2023-01-18,2590,ダイドーグループホールディングス,東P,貸借,253200,75552360000,33137000.0,-1.0,0.86,100,4.05,3,5000,3400,119400,60000,0.04
2023-01-27,1433,ベステラ,東P,貸借,75600,8891300000,8990192.113245703,-1.0,2.01,100,16.0,1,22800,0,157600,3800,0.14
2023-01-27,1928,積水ハウス,東P,貸借,2780100,1716500000000,684682887.9138412,9.0,1.02,100,3.95,1,20400,10100,418600,229200,0.05
2023-01-27,2353,日本駐車場開発,東P,貸借,2292200,89886830000,348398565.8914729,18.53,7.4,100,0.0,1,369800,102900,104100,100,3.55
2023-01-27,3193,鳥貴族ホールディングス,東P,貸借,149900,23837330000,11622296.440760605,38.57,3.57,100,4.3,1,2900,600,57400,44800,0.05
2023-01-27,3320,クロスプラス,東S,貸借,87500,5982070000,7718800.0,12.49,0.46,100,12.8,1,21400,2000,162300,55800,0.13
2023-01-27,3415,ＴＯＫＹＯ　ＢＡＳＥ,東P,貸借,1238100,19203540000,48493787.878787875,-1.0,3.39,100,0.35,1,33200,300,370500,154500,0.09
2023-01-27,3455,ヘルスケア＆メディカル投資法人,東証,貸借,1560,-1,-6.020469596628537e-06,-1.0,-1.0,1,265.0,1,36,3,107,42,0.34
2023-01-27,6654,不二電機工業,東S,貸借,44500,7542630000,6668992.0424403185,23.9,0.62,100,9.6,1,3200,0,119600,16900,0.03
2023-01-27,7678,あさくま,東S,貸借,1200,8606030000,5378768.75,-1.0,3.58,100,0.0,1,1400,100,1400,100,1.0
2023-01-27,8013,ナイガイ,東S,貸借,77700,2136490000,8217269.230769231,-1.0,0.37,100,4.0,1,80500,2600,138500,52700,0.58
2023-01-27,8142,トーホー,東P,貸借,48000,17333140000,11012160.101651842,16.81,0.76,100,4.0,1,2400,0,81800,18700,0.03
2023-02-16,6279,瑞光,東P,貸借,51300,25632000000,28800000.0,8.8,0.71,100,1.25,1,17600,100,102800,3100,0.17
2023-02-16,7545,西松屋チェーン,東P,貸借,305500,108001900000,69588853.09278351,12.22,1.21,100,1.05,1,30000,7600,149900,53500,0.2
2023-02-16,8217,オークワ,東P,貸借,149800,41392120000,45237289.617486335,43.26,0.52,100,2.05,1,7600,0,73200,25000,0.1
2023-02-16,8227,しまむら,東P,貸借,195100,466214960000,36913298.49564529,12.21,1.05,100,20.25,1,5200,0,30300,14500,0.17
2023-02-16,8276,平和堂,東P,貸借,467900,114236020000,52546467.34130635,15.17,0.63,100,3.2,1,500,500,61200,22200,0.01
2023-02-24,2292,Ｓ　ＦＯＯＤＳ,東P,貸借,292300,88703960000,32267719.170607492,8.22,0.79,100,2.0,1,2800,2300,10400,5400,0.27
2023-02-24,2337,いちご,東P,貸借,1055600,145549730000,505381006.9444444,13.88,1.27,100,0.6,1,234100,80500,200,0,1170.5
2023-02-24,2379,ディップ,東P,貸借,275800,212594900000,60140000.0,24.87,5.25,100,0.0,1,27100,13900,1900,1400,14.26
2023-02-24,2659,サンエー,東P,貸借,110600,131764410000,31981652.91262136,16.82,0.95,100,10.05,1,2800,1900,2800,2700,1.0
2023-02-24,2669,カネ美食品,東S,貸借,19200,28510000000,10000000.0,16.03,1.06,100,46.4,1,0,0,51900,9300,0.0
2023-02-24,2685,アダストリア,東P,貸借,374300,109604800000,48800000.0,13.51,1.71,100,5.5,1,16000,0,54700,25200,0.29
2023-02-24,2687,シー・ヴイ・エス・ベイエリア,東S,貸借,15300,2106620000,5063990.384615385,-1.0,0.75,100,1.25,1,1700,1400,11400,4400,0.15
2023-02-24,2726,パルグループホールディングス,東P,貸借,496400,127016640000,92510298.61616898,12.11,2.19,100,0.0,1,32000,0,30600,9200,1.05
2023-02-24,2742,ハローズ,東P,貸借,48400,69199190000,21423897.83281734,11.13,1.26,100,3.1,1,2300,0,15600,0,0.15
2023-02-24,2882,イートアンドホールディングス,東P,貸借,100300,23288160000,10169502.183406113,60.48,2.88,100,18.4,1,0,0,110900,39100,0.0
2023-02-24,2884,ヨシムラ・フード・ホールディングス,東P,貸借,313600,26001550000,23810943.223443225,42.38,3.48,100,19.2,1,3900,0,312200,7400,0.01
2023-02-24,2930,北の達人コーポレーション,東P,貸借,596500,45707320000,141071975.30864197,131.09,7.28,100,0.1,1,356400,4400,810600,13000,0.44
2023-02-24,3048,ビックカメラ,東P,貸借,1162000,219566730000,188146298.20051414,68.04,1.48,100,0.8,1,22300,11700,22300,7600,1.0
2023-02-24,3050,ＤＣＭホールディングス,東P,貸借,654200,183062000000,157000000.0,9.0,0.67,100,1.65,1,7000,3000,12300,3000,0.57
2023-02-24,3063,ジェイグループホールディングス,東G,貸借,50600,5625900000,11745093.94572025,-1.0,4.87,100,8.0,1,900,0,175000,3900,0.01
2023-02-24,3086,Ｊ．フロント　リテイリング,東P,貸借,1530100,333066450000,270565759.5450853,22.67,0.9,100,0.05,1,87600,53900,87600,0,1.0
2023-02-24,3087,ドトール・日レスホールディングス,東P,貸借,282700,85381470000,45609759.615384616,24.14,0.86,100,11.45,1,4500,0,164800,66100,0.03
2023-02-24,3093,トレジャー・ファクトリー,東P,貸借,2454800,27482740000,23773996.53979239,15.29,3.87,100,0.05,1,118200,42000,228600,200,0.52
2023-02-24,3141,ウエルシアホールディングス,東P,貸借,1170300,617218060000,209652873.64130434,22.79,2.73,100,1.15,1,10700,1400,15300,10100,0.7
2023-02-24,3222,ユナイテッド・スーパーマーケット・ホールディングス,東S,貸借,396500,147483110000,131681348.21428572,107.59,0.96,100,1.25,1,1200,0,123600,33300,0.01
2023-02-24,3387,クリエイト・レストランツ・ホールディングス,東P,貸借,1115900,201960750000,212814278.18756586,58.93,6.74,100,0.55,1,10700,0,785000,214000,0.01
2023-02-24,3479,ティーケーピー,東G,貸借,251200,129165350000,42279983.633387886,-1.0,3.89,100,0.1,1,76800,100,159600,72900,0.48
2023-02-24,3543,コメダホールディングス,東P,貸借,449100,108625360000,46203896.21437686,20.01,2.68,100,1.35,1,10600,2400,6100,2000,1.74
2023-02-24,3546,アレンザホールディングス,東P,貸借,219100,30585900000,30193385.982231,11.27,1.07,100,8.8,1,4000,0,165500,64800,0.02
2023-02-24,3548,バロックジャパンリミテッド,東P,貸借,218900,31174850000,36676294.11764706,125.99,1.57,100,14.4,1,6800,0,241100,700,0.03
2023-02-24,3608,ＴＳＩホールディングス,東P,貸借,598400,52644150000,90144092.46575342,16.07,0.5,100,1.0,1,11800,400,87500,4400,0.13
2023-02-24,3612,ワールド,東P,貸借,77500,45671200000,34390963.855421685,7.93,0.55,100,0.0,1,6800,1700,100,0,68.0
2023-02-24,3915,テラスカイ,東P,貸借,54500,24400440000,12849099.52606635,70.19,2.54,100,0.05,1,20000,900,700,0,28.57
2023-02-24,3922,ＰＲ　ＴＩＭＥＳ,東P,貸借,51200,24640130000,13457198.252321135,31.57,5.5,100,0.0,1,6900,400,2700,200,2.56
2023-02-24,4343,イオンファンタジー,東P,貸借,76100,55313170000,19768824.160114367,-1.0,6.96,100,1.0,1,8300,700,110700,18100,0.07
2023-02-24,4439,東名,東S,貸借,44100,17105410000,7363499.784761085,14.87,3.11,100,0.5,1,42100,0,116400,2300,0.36
2023-02-24,5018,ＭＯＲＥＳＣＯ,東S,貸借,47100,11829730000,9696500.0,18.31,0.61,100,20.8,1,1100,0,81300,19400,0.01
2023-02-24,6182,メタリアル,東G,貸借,35800,11864190000,10688459.45945946,400.38,10.86,100,0.0,1,21800,200,20100,0,1.08
2023-02-24,7427,エコートレーディング,東S,貸借,49600,4956000000,6036540.803897685,8.38,0.52,100,1.8,1,29300,300,29300,800,1.0
2023-02-24,7453,良品計画,東P,貸借,1849800,385230160000,280780000.0,16.43,1.52,100,1.85,1,96300,15000,31300,15000,3.08
2023-02-24,7485,岡谷鋼機,名P,貸借,800,101185200000,9720000.0,4.26,0.35,100,0.0,1,800,0,0,0,-1.0
2023-02-24,7512,イオン北海道,東S,貸借,649400,123108110000,139420283.1257078,26.12,1.83,100,0.85,1,115900,1300,25800,21300,4.49
2023-02-24,7513,コジマ,東P,貸借,178000,43007810000,77912699.27536231,14.85,0.68,100,0.0,1,20300,0,1900,300,10.68
2023-02-24,7516,コーナン商事,東P,貸借,279300,112543450000,34682110.93990755,7.46,0.66,100,26.4,1,34400,1600,5000,3400,6.88
2023-02-24,7603,マックハウス,東S,貸借,23300,5927100000,15597631.578947369,-1.0,1.52,100,8.0,1,2900,0,57100,14800,0.05
2023-02-24,7610,テイツー,東S,貸借,1728400,10436970000,68664276.31578948,9.8,1.75,100,0.0,1,1195500,47800,1017400,149800,1.18
2023-02-24,7611,ハイデイ日高,東P,貸借,184500,76866430000,38147111.66253102,50.36,3.33,100,1.9,1,5100,0,70700,34900,0.07
2023-02-24,7630,壱番屋,東P,貸借,766500,147977010000,159630000.0,58.28,4.84,100,6.25,1,3000,0,170000,49000,0.02
2023-02-24,7649,スギホールディングス,東P,貸借,1310700,352119450000,190026686.45439827,17.64,1.55,100,5.55,1,26100,3300,8400,5700,3.11
2023-02-24,7679,薬王堂ホールディングス,東P,貸借,65200,47001460000,19740218.39563209,14.4,1.56,100,3.8,1,29000,26600,21800,5100,1.33
2023-02-24,7811,中本パックス,東S,貸借,70300,13338850000,8173314.950980392,10.38,0.87,100,13.6,1,800,0,70200,32100,0.01
2023-02-24,8008,４℃ホールディングス,東P,貸借,236300,43358470000,24331352.41301908,33.26,1.0,100,6.3,1,6300,1000,93300,41300,0.07
2023-02-24,8011,三陽商会,東P,貸借,187800,17672100000,12622928.57142857,7.57,0.45,100,8.15,1,4500,100,214200,35000,0.02
2023-02-24,8016,オンワードホールディングス,東P,貸借,1661600,53219600000,157921661.72106826,14.94,0.61,100,1.85,1,51900,0,338700,217700,0.15
2023-02-24,8125,ワキタ,東P,貸借,98100,60240660000,52021295.33678757,14.88,0.59,100,4.85,1,12700,0,2100,1900,6.05
2023-02-24,8167,リテールパートナーズ,東P,貸借,101300,59753600000,46646057.76736924,18.94,0.74,100,0.8,1,14900,200,38200,6600,0.39
2023-02-24,8185,チヨダ,東P,貸借,66800,30154400000,38609987.19590269,-1.0,0.55,100,0.05,1,4600,0,7400,1200,0.62
2023-02-24,8200,リンガーハット,東P,貸借,191100,57923030000,26067970.297029704,-1.0,4.85,100,9.0,1,7100,0,206800,71100,0.03
2023-02-24,8233,高島屋,東P,貸借,1571000,329032790000,177759475.9589411,10.49,0.71,100,0.65,1,85900,100,53100,2200,1.62
2023-02-24,8237,松屋,東P,貸借,151300,57659390000,53289639.55637708,13.1,2.6,100,0.0,1,26000,100,8600,600,3.02
2023-02-24,8244,近鉄百貨店,東S,貸借,69300,96687110000,40437938.10121288,50.63,2.77,100,0.05,1,3900,0,3900,400,1.0
2023-02-24,8254,さいか屋,東S,貸借,17100,1674990000,4970296.735905045,171.36,3.37,100,0.0,1,20100,300,0,0,-1.0
2023-02-24,8260,井筒屋,東S,貸借,67700,3960770000,11480492.753623188,3.88,0.39,100,0.0,1,53300,2800,0,0,-1.0
2023-02-24,8267,イオン,東P,貸借,3006600,2241700000000,871917541.8125243,102.79,2.21,100,2.5,1,133300,6600,652000,47200,0.2
2023-02-24,8273,イズミ,東P,貸借,389800,210480690000,71665199.18283963,9.06,0.79,100,3.05,1,5500,4000,5500,3900,1.0
2023-02-24,8278,フジ,東P,貸借,370100,156603080000,86856949.5285635,17.3,0.75,100,2.35,1,6900,2800,42600,24600,0.16
2023-02-24,8905,イオンモール,東P,貸借,1162900,407786330000,227559335.9375,31.38,0.93,100,15.2,1,7100,5900,228200,95100,0.03
2023-02-24,9418,ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,東P,貸借,583500,152994510000,60092109.19088767,13.37,3.87,100,0.9,1,43700,27200,18500,15900,2.36
2023-02-24,9601,松竹,東P,貸借,129400,149553200000,13937856.477166822,26.88,1.71,100,4.85,1,400,100,10600,7200,0.04
2023-02-24,9602,東宝,東P,貸借,867700,875573520000,186490632.58785942,24.52,2.0,100,2.05,1,12000,600,3600,2100,3.33
2023-02-24,9787,イオンディライト,東P,貸借,183300,148968720000,50669632.653061226,14.31,1.48,100,5.95,1,3000,1500,4600,800,0.65
2023-02-24,9835,ジュンテンドー,東S,貸借,6500,4915380000,8331152.542372881,12.51,0.38,100,2.3,1,3600,200,15300,3300,0.24
2023-02-24,9842,アークランズ,東P,貸借,75600,59837910000,41381680.49792531,6.07,0.56,100,0.0,1,24400,300,0,0,-1.0
2023-02-24,9861,吉野家ホールディングス,東P,貸借,516700,153119590000,65129557.63504892,21.02,2.76,100,5.9,1,3600,100,314700,144600,0.01
2023-02-24,9903,カンセキ,東S,貸借,1300,12316500000,8050000.0,16.44,1.03,100,12.8,1,0,0,1900,300,0.0
2023-02-24,9942,ジョイフル,福,貸借,21200,27653020000,31931893.76443418,16.61,3.89,100,0.0,1,100,0,0,0,-1.0
2023-02-24,9946,ミニストップ,東P,貸借,85800,41444980000,29372771.08433735,3.19,1.01,100,2.0,1,2900,0,61000,30400,0.05
2023-02-24,9948,アークス,東P,貸借,372800,126310860000,57649867.64034688,12.33,0.71,100,4.5,1,7400,1400,73900,17900,0.1
2023-02-24,9974,ベルク,東P,貸借,33700,114355540000,20867799.270072993,11.88,1.25,100,2.3,1,2700,0,8500,100,0.32
2023-02-24,9979,大庄,東S,貸借,101500,21898520000,21198954.50145208,-1.0,2.47,100,1.0,1,0,0,196700,64600,0.0
2023-02-24,9982,タキヒヨー,東S,貸借,26100,9661500000,9500000.0,-1.0,0.34,100,1.55,1,7600,0,75100,8000,0.1
2023-03-13,2664,カワチ薬品,東P,貸借,237900,57820200000,24583418.36734694,12.58,0.49,100,7.7,1,300,0,299100,21800,0.0
2023-03-16,4929,アジュバンホールディングス,東S,貸借,56800,8309030000,8043591.481122943,20.5,1.84,100,17.6,2,0,0,89600,32100,0.0
2023-03-16,5204,石塚硝子,東S,貸借,18900,6413720000,4219552.631578947,25.25,0.25,100,6.0,2,10900,1700,22800,10700,0.48
2023-03-16,5933,アルインコ,東P,貸借,115500,22112330000,21039324.452901997,13.33,0.72,100,3.0,2,16000,100,33400,16000,0.48
2023-03-29,1301,極洋,東P,貸借,70700,38194340000,10928280.400572246,6.48,0.79,100,0.6,3,5300,0,2300,2300,2.3
2023-03-29,1332,ニッスイ,東P,貸借,1864800,171211790000,312430273.72262776,8.03,0.79,100,0.75,3,75000,24300,75000,18600,1.0
2023-03-29,1379,ホクト,東P,貸借,82600,62681630000,33359036.721660458,-1.0,1.17,100,1.65,3,5100,300,5200,3400,0.98
2023-03-29,1417,ミライト・ワン,東P,貸借,274600,168110310000,103325328.82606024,10.56,0.63,100,0.0,3,10600,2100,10600,1100,1.0
2023-03-29,1420,サンヨーホームズ,東S,貸借,33200,9704780000,12620000.0,-1.0,0.59,100,19.2,3,0,0,42700,13600,0.0
2023-03-29,1431,Ｌｉｂ　Ｗｏｒｋ,東G,貸借,31900,18889840000,23292034.525277436,103.29,5.62,100,43.2,3,7300,1800,202500,9200,0.04
2023-03-29,1515,日鉄鉱業,東P,貸借,33000,58466230000,16704637.142857144,5.95,0.44,100,0.0,3,1100,300,300,0,3.67
