権利付最終日,銘柄コード,銘柄名,市場,貸借,始値,始値/前日終値,前日出来高,時価総額,発行株数,PER,PBR,単位,逆日歩_料率,逆日歩_日数,日証金_当日買い残高,日証金_当日買い新規,日証金_当日売り残高,日証金_当日売り新規,日証金_当日残高倍率,日証金_前日買い残高,日証金_前日買い新規,日証金_前日売り残高,日証金_前日売り新規,日証金_前日残高倍率,逆日歩確報
2018-02-23,1418,インターライフホールディングス,JQS,貸借,300.0,1.0166666666666666,48200.0,6003150000.0,20010500.0,-1.0,1.44,100,0.0,1,114100.0,0.0,39500.0,11400.0,2.89,117800.0,1300.0,28100.0,100.0,4.19,0.0
2018-02-23,2178,トライステージ,東M,制度,566.0,1.0,97400.0,17272730000.0,30517190.81272085,42.71,1.9,100,0.0,1,32300.0,2900.0,0.0,0.0,-1.0,34900.0,5500.0,0.0,0.0,-1.0,0.0
2018-02-23,2292,Ｓ　ＦＯＯＤＳ,東1,貸借,4280.0,1.0046728971962615,103300.0,138105840000.0,32267719.626168225,17.47,1.68,100,0.0,1,9200.0,100.0,23300.0,14200.0,0.39,15200.0,300.0,15200.0,0.0,1.0,0.0
2018-02-23,2294,柿安本店,東1,貸借,3345.0,1.0014947683109119,30700.0,41634210000.0,12446699.551569508,20.95,2.49,100,4.6,1,2400.0,0.0,31000.0,2200.0,0.08,6100.0,100.0,29800.0,9100.0,0.2,4.6
2018-02-23,2300,きょくとう,JQS,制度,736.0,1.0013586956521738,8400.0,4085700000.0,5551222.826086956,28.38,1.06,100,0.0,1,500.0,100.0,0.0,0.0,-1.0,500.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,2337,いちご,東1,貸借,448.0,1.0089285714285714,1399400.0,225982710000.0,504425691.9642857,15.84,2.49,100,0.0,1,1260400.0,1232200.0,316700.0,126500.0,3.98,197800.0,39200.0,197800.0,29200.0,1.0,0.0
2018-02-23,2379,ディップ,東1,貸借,3315.0,1.0030165912518854,251600.0,205530000000.0,62000000.0,24.55,9.12,100,0.0,1,32000.0,4800.0,36600.0,15300.0,0.87,29100.0,14400.0,21900.0,2300.0,1.33,0.0
2018-02-23,2653,イオン九州,JQS,制度,2143.0,0.9990667288847408,5400.0,40303650000.0,18807116.19225385,398.98,2.87,100,0.0,1,200.0,100.0,0.0,0.0,-1.0,300.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,2659,サンエー,東1,貸借,5440.0,1.0128676470588236,196600.0,173980190000.0,31981652.57352941,16.75,1.58,100,4.45,1,0.0,0.0,79100.0,71100.0,0.0,3100.0,2700.0,8400.0,2900.0,0.37,4.45
2018-02-23,2668,タビオ,東2,制度,1212.0,1.0016501650165015,6500.0,8258420000.0,6813877.887788779,74.78,1.44,100,0.0,1,1300.0,400.0,0.0,0.0,-1.0,1000.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,2669,カネ美食品,JQS,貸借,3320.0,1.0060240963855422,2200.0,33200000000.0,10000000.0,-1.0,1.32,100,0.0,1,4000.0,0.0,100.0,0.0,40.0,4000.0,0.0,100.0,0.0,40.0,0.0
2018-02-23,2670,エービーシー・マート,東1,貸借,6720.0,1.0089285714285714,286400.0,554617830000.0,82532415.17857143,18.67,2.29,100,0.55,1,1500.0,0.0,38300.0,26400.0,0.04,6100.0,3100.0,11900.0,100.0,0.51,0.55
2018-02-23,2685,アダストリア,東1,貸借,2410.0,0.9713692946058092,1898700.0,117608000000.0,48800000.0,131.55,2.22,100,6.2,1,11700.0,4700.0,274900.0,224500.0,0.04,46300.0,27700.0,52100.0,22800.0,0.89,6.2
2018-02-23,2686,ジーフット,東1,制度,781.0,1.0102432778489117,68800.0,33222170000.0,42537989.75672215,44.22,1.28,100,0.0,1,600.0,0.0,0.0,0.0,-1.0,1200.0,400.0,0.0,0.0,-1.0,0.0
2018-02-23,2687,シー・ヴイ・エス・ベイエリア,東1,貸借,740.0,0.9851351351351352,10400.0,3747360000.0,5064000.0,-1.0,1.96,100,0.65,1,3600.0,0.0,22600.0,10800.0,0.16,11800.0,400.0,11800.0,400.0,1.0,0.65
2018-02-23,2706,ブロッコリー,JQS,制度,2215.0,1.0158013544018059,48200.0,19376020000.0,8747638.826185102,47.84,2.15,100,0.0,1,95800.0,2000.0,0.0,0.0,-1.0,94800.0,2000.0,0.0,0.0,-1.0,0.0
2018-02-23,2726,パルグループホールディングス,東1,貸借,1525.0,1.0150819672131148,96600.0,70564800000.0,46272000.0,26.96,1.74,100,0.0,1,16400.0,4200.0,36400.0,18600.0,0.45,18400.0,5400.0,18400.0,10600.0,1.0,0.0
2018-02-23,2742,ハローズ,東1,制度,2477.0,1.0230117077109406,17500.0,49204610000.0,19864598.304400485,14.4,1.7,100,0.0,1,1800.0,200.0,0.0,0.0,-1.0,1600.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,2747,北雄ラッキー,JQS,制度,3645.0,0.9862825788751716,3000.0,4609610000.0,1264639.2318244171,28.02,0.97,100,0.0,1,200.0,200.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,2789,カルラ,JQS,制度,548.0,0.9963503649635036,32800.0,3299560000.0,6021094.890510947,33.25,1.03,100,0.0,1,2200.0,0.0,0.0,0.0,-1.0,2500.0,100.0,0.0,0.0,-1.0,0.0
2018-02-23,2798,ワイズテーブルコーポレーション,東2,制度,2863.0,1.0045406915822563,5500.0,7618150000.0,2660897.659797415,-1.0,7.29,100,0.0,1,1400.0,1300.0,0.0,0.0,-1.0,200.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,2882,イートアンドホールディングス,東1,貸借,2116.0,1.0099243856332702,12900.0,18769950000.0,8870486.767485822,87.18,3.9,100,0.05,1,4600.0,700.0,40500.0,400.0,0.11,3900.0,0.0,40800.0,3200.0,0.1,0.05
2018-02-23,2884,ヨシムラ・フード・ホールディングス,東1,制度,1715.0,1.0192419825072887,229200.0,37516130000.0,21875294.460641395,89.43,9.12,100,0.0,1,271700.0,28500.0,0.0,0.0,-1.0,244700.0,3500.0,0.0,0.0,-1.0,0.0
2018-02-23,2918,わらべや日洋ホールディングス,東1,貸借,2560.0,1.00546875,325600.0,45121680000.0,17625656.25,21.45,1.01,100,2.15,1,8500.0,0.0,103100.0,84800.0,0.08,18300.0,3500.0,18300.0,1900.0,1.0,2.15
2018-02-23,2925,ピックルスコーポレーション,東1,制度,1830.0,1.008743169398907,8200.0,11708340000.0,6398000.0,13.43,1.06,100,0.0,1,23600.0,11200.0,0.0,0.0,-1.0,13100.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,2927,ＡＦＣ−ＨＤアムスライフサイエンス,JQS,制度,915.0,1.005464480874317,47600.0,11153590000.0,12189715.846994534,15.04,1.15,100,0.0,1,3400.0,0.0,0.0,0.0,-1.0,4700.0,1000.0,0.0,0.0,-1.0,0.0
2018-02-23,2930,北の達人コーポレーション,東1,制度,720.0,1.0083333333333333,1283100.0,95765760000.0,133008000.0,99.91,40.42,100,0.0,1,1605000.0,31800.0,0.0,0.0,-1.0,1584300.0,15000.0,0.0,0.0,-1.0,0.0
2018-02-23,3030,ハブ,東1,制度,1249.0,1.0256204963971176,43500.0,14070350000.0,11265292.23378703,28.27,3.67,100,0.0,1,19500.0,7400.0,0.0,0.0,-1.0,12100.0,400.0,0.0,0.0,-1.0,0.0
2018-02-23,3048,ビックカメラ,東1,貸借,1654.0,0.9879081015719468,1716400.0,309273770000.0,186985350.6650544,18.0,2.37,100,0.4,1,53100.0,3500.0,494600.0,349300.0,0.11,69200.0,22300.0,150300.0,36600.0,0.46,0.4
2018-02-23,3050,ＤＣＭホールディングス,東1,貸借,1070.0,1.0093457943925233,438700.0,152444520000.0,142471514.0186916,13.28,0.82,100,1.0,1,18200.0,700.0,278700.0,184500.0,0.07,23600.0,600.0,94200.0,5400.0,0.25,1.0
2018-02-23,3057,ゼットン,名セ,非制度,1088.0,1.0045955882352942,6700.0,4695690000.0,4315891.544117647,30.14,8.42,100,0.0,1,700.0,0.0,0.0,0.0,-1.0,700.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3063,ジェイグループホールディングス,東M,貸借,904.0,1.0066371681415929,66600.0,7680740000.0,8496393.805309735,-1.0,4.24,100,16.0,1,32900.0,0.0,301000.0,4700.0,0.11,34200.0,0.0,296300.0,28300.0,0.12,16.0
2018-02-23,3065,ライフフーズ,JQS,制度,2049.0,0.977061981454368,1700.0,7500150000.0,3660395.3147877012,71.29,1.54,100,0.0,1,300.0,200.0,0.0,0.0,-1.0,200.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3073,ＤＤホールディングス,東1,制度,1870.0,0.9989304812834224,267400.0,29251880000.0,15642716.577540107,28.32,5.1,100,0.0,1,18800.0,2800.0,0.0,0.0,-1.0,16400.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3086,Ｊ．フロント　リテイリング,東1,貸借,1963.0,0.9857361181864494,1601700.0,531120590000.0,270565761.589404,18.03,1.3,100,0.15,1,44200.0,15100.0,374500.0,286600.0,0.12,37600.0,0.0,87900.0,37100.0,0.43,0.15
2018-02-23,3087,ドトール・日レスホールディングス,東1,貸借,2524.0,1.0134706814580032,928900.0,127739030000.0,50609758.32012678,16.71,1.15,100,1.25,1,500.0,0.0,208600.0,205000.0,0.0,9000.0,400.0,3900.0,1300.0,2.31,1.25
2018-02-23,3093,トレジャー・ファクトリー,東1,貸借,861.0,1.0092915214866434,19500.0,9915960000.0,11516794.425087107,28.08,2.47,100,0.05,1,46900.0,900.0,79600.0,18600.0,0.59,58100.0,0.0,63700.0,300.0,0.91,0.05
2018-02-23,3141,ウエルシアホールディングス,東1,貸借,2340.0,1.0042735042735045,994600.0,490545230000.0,209634713.6752137,28.37,3.76,100,2.5,1,28200.0,1400.0,376000.0,344800.0,0.08,33000.0,2800.0,31200.0,12600.0,1.06,2.5
2018-02-23,3174,ハピネス・アンド・ディ,JQS,制度,1373.0,1.0,1300.0,3476980000.0,2532396.212672979,12.55,1.5,100,0.0,1,2200.0,100.0,0.0,0.0,-1.0,2600.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3198,ＳＦＰホールディングス,東1,制度,2009.0,1.0054753608760578,77900.0,59155540000.0,29445266.30164261,19.8,2.78,100,0.0,1,8600.0,0.0,0.0,0.0,-1.0,9900.0,100.0,0.0,0.0,-1.0,0.0
2018-02-23,3222,ユナイテッド・スーパーマーケット・ホールディングス,東1,貸借,1114.0,1.014362657091562,474800.0,146693030000.0,131681355.47576302,19.18,1.03,100,1.3,1,100.0,0.0,387500.0,281800.0,0.0,5100.0,2200.0,106200.0,30300.0,0.05,1.3
2018-02-23,3223,エスエルディー,JQS,制度,1705.0,1.002932551319648,900.0,2228910000.0,1307278.5923753665,-1.0,11.19,100,0.0,1,2000.0,0.0,0.0,0.0,-1.0,2000.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3280,エストラスト,東1,貸借,1026.0,1.023391812865497,43100.0,6327340000.0,6166998.050682263,8.8,1.22,100,0.95,1,5500.0,2500.0,46800.0,44400.0,0.12,5800.0,800.0,2900.0,600.0,2.0,0.95
2018-02-23,3384,アークコア,名セ,非制度,502.0,0.99800796812749,12200.0,988940000.0,1970000.0,46.08,12.73,100,0.0,1,100.0,0.0,0.0,0.0,-1.0,400.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3387,クリエイト・レストランツ・ホールディングス,東1,貸借,616.0,1.0113636363636365,1106000.0,116603570000.0,189291509.7402597,42.36,6.28,100,8.5,1,8000.0,0.0,2066600.0,1896800.0,0.0,19600.0,10000.0,172800.0,63000.0,0.11,8.5
2018-02-23,3490,アズ企画設計,JQS,不明,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2018-02-23,3492,タカラレーベン不動産投資法人,東証,不明,,,,,,,,1,0.0,1,,,,,,,,,,,0.0
2018-02-23,3543,コメダホールディングス,東1,制度,2121.0,1.0127298444130128,440000.0,95637160000.0,45090598.77416313,19.5,3.5,100,0.0,1,14800.0,5000.0,0.0,0.0,-1.0,10800.0,400.0,0.0,0.0,-1.0,0.0
2018-02-23,3546,アレンザホールディングス,東1,制度,1310.0,1.0122137404580154,88700.0,19878200000.0,15174198.473282445,18.93,1.61,100,10.4,1,8000.0,0.0,249800.0,226400.0,0.03,9800.0,300.0,23400.0,6000.0,0.42,10.4
2018-02-23,3548,バロックジャパンリミテッド,東1,貸借,906.0,1.0,72000.0,32833980000.0,36240596.02649007,9.93,-1.0,100,0.05,1,261300.0,5400.0,806600.0,0.0,0.32,263800.0,800.0,806600.0,0.0,0.33,0.05
2018-02-23,3550,スタジオアタオ,東M,制度,1349.0,0.9992587101556708,23200.0,16867890000.0,12503995.552260932,46.98,12.38,100,0.0,1,13800.0,4400.0,0.0,0.0,-1.0,9400.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3557,ユナイテッド＆コレクティブ,東M,制度,3325.0,1.018045112781955,6600.0,9490880000.0,2854400.0,95.62,8.34,100,0.0,1,25200.0,6600.0,0.0,0.0,-1.0,19600.0,4400.0,0.0,0.0,-1.0,0.0
2018-02-23,3558,ロコンド,東M,制度,1217.0,1.0213640098603125,175800.0,13245390000.0,10883640.098603122,75.54,3.83,100,0.0,1,303000.0,61400.0,0.0,0.0,-1.0,246000.0,102000.0,0.0,0.0,-1.0,0.0
2018-02-23,3608,ＴＳＩホールディングス,東1,貸借,756.0,0.9880952380952379,205900.0,79972160000.0,105783280.42328042,21.35,0.63,100,2.7,1,3200.0,1000.0,186200.0,139100.0,0.02,28800.0,0.0,56500.0,2300.0,0.51,2.7
2018-02-23,3670,協立情報通信,JQS,制度,2060.0,0.9577669902912621,2800.0,2480850000.0,1204296.1165048543,12.52,1.74,100,0.0,1,700.0,100.0,0.0,0.0,-1.0,600.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,3823,アクロディア,東2,制度,329.0,1.0455927051671732,522500.0,7169430000.0,21791580.54711246,1108.61,5.5,100,0.0,1,206700.0,36600.0,0.0,0.0,-1.0,173300.0,4200.0,0.0,0.0,-1.0,0.0
2018-02-23,3915,テラスカイ,東1,制度,2040.0,1.018627450980392,5200.0,23407440000.0,11474235.294117644,134.0,15.64,100,0.0,1,14000.0,3200.0,0.0,0.0,-1.0,11000.0,2600.0,0.0,0.0,-1.0,0.0
2018-02-23,4343,イオンファンタジー,東1,制度,5000.0,0.991,46100.0,98569120000.0,19713824.0,33.0,3.55,100,0.0,1,1400.0,100.0,0.0,0.0,-1.0,1700.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,4645,市進ホールディングス,JQS,制度,412.0,1.0,12000.0,4369210000.0,10604878.6407767,15.14,2.36,100,0.0,1,15600.0,0.0,0.0,0.0,-1.0,17200.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,4745,東京個別指導学院,東1,貸借,1320.0,0.993939393939394,127300.0,71664690000.0,54291431.81818182,41.07,8.35,100,1.95,1,28400.0,900.0,340200.0,29100.0,0.08,39000.0,5800.0,311700.0,6300.0,0.13,1.95
2018-02-23,4920,日本色材工業研究所,JQS,制度,3160.0,1.0,1200.0,6634020000.0,2099373.4177215192,12.92,2.01,100,0.0,1,200.0,0.0,0.0,0.0,-1.0,200.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,5018,ＭＯＲＥＳＣＯ,東1,貸借,1940.0,1.0,68400.0,18771050000.0,9675798.969072163,11.56,1.22,100,3.9,1,9100.0,6000.0,87200.0,67200.0,0.1,7300.0,0.0,21700.0,3500.0,0.34,3.9
2018-02-23,5271,トーヨーアサノ,東2,制度,2826.0,1.0120311394196744,10200.0,4071810000.0,1440838.6411889596,7.56,1.23,100,0.0,1,7900.0,200.0,0.0,0.0,-1.0,7700.0,1600.0,0.0,0.0,-1.0,0.0
2018-02-23,5900,ダイケン,JQS,制度,836.0,0.9904306220095692,2600.0,4991320000.0,5970478.468899523,18.46,0.41,100,0.0,1,20500.0,0.0,0.0,0.0,-1.0,20500.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,5982,マルゼン,東2,制度,2520.0,0.9920634920634921,9000.0,49845600000.0,19780000.0,12.73,1.26,100,0.0,1,11000.0,4000.0,0.0,0.0,-1.0,9000.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,6058,ベクトル,東1,制度,2091.0,1.010521281683405,453900.0,96390910000.0,46097996.17407939,67.24,9.16,100,0.0,1,15200.0,4000.0,0.0,0.0,-1.0,12000.0,200.0,0.0,0.0,-1.0,0.0
2018-02-23,6086,シンメンテホールディングス,東M,制度,1204.0,0.9983388704318936,63800.0,12943240000.0,10750199.335548174,50.8,7.22,100,0.0,1,6200.0,1600.0,0.0,0.0,-1.0,6000.0,400.0,0.0,0.0,-1.0,0.0
2018-02-23,6897,ツインバード工業,東2,制度,728.0,1.0096153846153846,6700.0,6573840000.0,9030000.0,58.62,0.97,100,0.0,1,6000.0,900.0,0.0,0.0,-1.0,5300.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,7427,エコートレーディング,東1,貸借,751.0,0.9786950732356856,25100.0,4533440000.0,6036537.9494007975,25.88,0.5,100,1.55,1,9300.0,0.0,75400.0,33900.0,0.12,25900.0,0.0,41500.0,3500.0,0.62,1.55
2018-02-23,7485,岡谷鋼機,名1,非制度,12150.0,1.0032921810699589,1100.0,118098000000.0,9720000.0,7.76,0.58,100,0.0,1,3200.0,100.0,0.0,0.0,-1.0,3200.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,7512,イオン北海道,東1,貸借,818.0,1.0036674816625917,115000.0,86880660000.0,106211075.79462102,13.32,2.02,100,2.5,1,700.0,700.0,239200.0,180300.0,0.0,17000.0,300.0,58900.0,35200.0,0.29,2.5
2018-02-23,7514,ヒマラヤ,東1,制度,1297.0,0.9838087895142636,50400.0,15980060000.0,12320786.430223592,21.95,1.1,100,0.0,1,300.0,200.0,0.0,0.0,-1.0,100.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,7516,コーナン商事,東1,貸借,2559.0,1.007424775302853,201600.0,88751520000.0,34682110.1992966,8.8,0.84,100,1.7,1,5100.0,0.0,280000.0,260300.0,0.02,19700.0,13300.0,19700.0,12500.0,1.0,1.7
2018-02-23,7520,エコス,東1,制度,1301.0,0.9961568024596464,51400.0,15155240000.0,11648916.21829362,6.41,1.1,100,0.0,1,700.0,0.0,0.0,0.0,-1.0,700.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,7601,ポプラ,東1,貸借,907.0,0.9922822491730982,14700.0,10691550000.0,11787816.97905182,-1.0,2.43,100,0.05,1,800.0,0.0,26900.0,5100.0,0.03,14200.0,0.0,23600.0,2100.0,0.6,0.05
2018-02-23,7603,マックハウス,JQS,貸借,992.0,0.995967741935484,70600.0,15472850000.0,15597631.048387095,-1.0,1.13,100,16.0,1,7400.0,100.0,209700.0,128500.0,0.04,7900.0,0.0,81200.0,45800.0,0.1,16.0
2018-02-23,7610,テイツー,JQS,貸借,49.0,1.0,141900.0,2670100000.0,54491836.73469388,-1.0,1.4,100,0.0,1,389700.0,13600.0,228200.0,8500.0,1.71,388900.0,2400.0,219800.0,100.0,1.77,0.0
2018-02-23,7611,ハイデイ日高,東1,貸借,2542.0,0.998426435877262,100320.0,96957250000.0,38142112.50983477,31.97,4.19,100,0.0,1,43560.0,2040.0,19080.0,0.0,2.28,63600.0,12000.0,19320.0,1320.0,3.29,0.0
2018-02-23,7630,壱番屋,東1,貸借,4580.0,0.9945414847161572,114500.0,146221080000.0,31926000.0,45.84,4.86,100,2.9,1,3200.0,0.0,142600.0,86800.0,0.02,5200.0,1600.0,56000.0,17000.0,0.09,2.9
2018-02-23,7649,スギホールディングス,東1,貸借,5790.0,1.0069084628670122,216900.0,366685550000.0,63330837.65112262,22.34,2.26,100,2.75,1,1100.0,0.0,140700.0,124900.0,0.01,4400.0,1300.0,15900.0,6600.0,0.28,2.75
2018-02-23,7679,薬王堂ホールディングス,東1,不明,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2018-02-23,7811,中本パックス,東1,貸借,2323.0,1.0,19200.0,18982530000.0,8171558.329746017,19.33,1.7,100,2.15,1,5800.0,3200.0,34200.0,22000.0,0.17,5600.0,0.0,32400.0,600.0,0.17,2.15
2018-02-23,7818,トランザクション,東1,制度,1089.0,0.992653810835629,164900.0,31589920000.0,29008191.00091828,27.57,4.04,100,0.0,1,42100.0,900.0,0.0,0.0,-1.0,41700.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,7829,サマンサタバサジャパンリミテッド,東M,制度,472.0,1.0084745762711864,25100.0,16659710000.0,35295995.76271187,-1.0,3.65,100,0.0,1,14700.0,5900.0,0.0,0.0,-1.0,8800.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,8008,４℃ホールディングス,東1,貸借,2677.0,0.9985057900635039,83900.0,78520040000.0,29331355.99551737,11.05,1.1,100,4.9,1,2400.0,0.0,72700.0,57500.0,0.03,15200.0,6200.0,15200.0,6900.0,1.0,4.9
2018-02-23,8011,三陽商会,東1,貸借,2473.0,0.9640113222806308,104000.0,31216510000.0,12622931.66194905,-1.0,0.69,100,0.05,1,1100.0,0.0,54600.0,1700.0,0.02,1300.0,300.0,59000.0,10100.0,0.02,0.05
2018-02-23,8016,オンワードホールディングス,東1,貸借,917.0,0.9956379498364232,591600.0,153984170000.0,167921668.48418757,24.35,0.79,100,1.85,1,4500.0,2000.0,312100.0,234200.0,0.01,7600.0,0.0,81800.0,14700.0,0.09,1.85
2018-02-23,8143,ラピーヌ,東2,制度,870.0,0.9896551724137932,8400.0,2407340000.0,2767057.471264368,15.22,0.37,100,0.0,1,37900.0,0.0,0.0,0.0,-1.0,38000.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,8166,タカキュー,東1,貸借,223.0,1.0,147800.0,5456990000.0,24470807.17488789,105.19,0.73,100,8.0,1,89500.0,0.0,588800.0,257300.0,0.15,142000.0,35400.0,331500.0,40000.0,0.43,8.0
2018-02-23,8167,リテールパートナーズ,東1,貸借,1367.0,1.0073152889539136,18000.0,55190240000.0,40373255.30358449,2.89,0.89,100,0.7,1,7100.0,1300.0,30400.0,28400.0,0.23,6900.0,0.0,2500.0,100.0,2.76,0.7
2018-02-23,8168,ケーヨー,東1,貸借,626.0,0.9968051118210862,172000.0,40777750000.0,65140175.71884984,31.46,0.94,100,0.05,1,39100.0,14600.0,95900.0,80300.0,0.41,33000.0,300.0,16800.0,2800.0,1.96,0.05
2018-02-23,8181,東天紅,東1,制度,1901.0,0.9942135718043136,8100.0,4891020000.0,2572866.912151499,214.22,0.47,100,0.0,1,4800.0,1500.0,0.0,0.0,-1.0,3300.0,200.0,0.0,0.0,-1.0,0.0
2018-02-23,8185,チヨダ,東1,貸借,2735.0,0.9956124314442412,51400.0,113803330000.0,41609992.68738574,21.42,1.31,100,3.0,1,1200.0,0.0,54400.0,13500.0,0.02,2100.0,100.0,41000.0,400.0,0.05,3.0
2018-02-23,8198,マックスバリュ東海,東2,制度,2637.0,1.0045506257110353,19900.0,47158260000.0,17883299.203640502,14.63,0.98,100,0.0,1,100.0,0.0,0.0,0.0,-1.0,300.0,100.0,0.0,0.0,-1.0,0.0
2018-02-23,8200,リンガーハット,東1,貸借,2437.0,1.0073861304883054,193600.0,63527640000.0,26067968.814115714,45.48,3.05,100,14.5,1,15700.0,2500.0,500900.0,380400.0,0.03,16200.0,0.0,120500.0,38300.0,0.13,14.5
2018-02-23,8203,ＭｒＭａｘＨＤ,東1,貸借,752.0,1.0039893617021276,69800.0,29787570000.0,39611130.319148935,11.41,1.11,100,0.0,1,74600.0,32100.0,74600.0,44500.0,1.0,61800.0,2100.0,30100.0,800.0,2.05,0.0
2018-02-23,8233,高島屋,東1,貸借,2182.0,1.003666361136572,1045000.0,387871180000.0,177759477.54353803,16.12,0.87,100,0.5,1,23500.0,2000.0,270000.0,221500.0,0.09,35000.0,1000.0,48500.0,2000.0,0.72,0.5
2018-02-23,8237,松屋,東1,貸借,1554.0,0.9993564993564994,149100.0,82812100000.0,53289639.63963964,65.54,4.0,100,0.1,1,30500.0,100.0,154700.0,23800.0,0.2,35900.0,200.0,131700.0,4800.0,0.27,0.1
2018-02-23,8244,近鉄百貨店,東1,貸借,3995.0,1.0150187734668334,31000.0,161549570000.0,40437939.924906135,110.33,4.97,100,32.0,1,6900.0,0.0,130000.0,104300.0,0.05,11600.0,0.0,26300.0,7900.0,0.44,32.0
2018-02-23,8247,大和,東2,制度,596.0,0.9882550335570468,3700.0,3578020000.0,6003389.261744968,37.56,0.4,100,0.0,1,2000.0,0.0,0.0,0.0,-1.0,2000.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,8254,さいか屋,東2,貸借,478.0,1.0,1000.0,1498680000.0,3135313.8075313806,-1.0,0.96,100,0.0,1,15900.0,0.0,0.0,0.0,-1.0,15900.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,8257,山陽百貨店,JQS,制度,1901.0,1.0010520778537613,300.0,1539810000.0,810000.0,14.53,0.82,100,0.0,1,700.0,700.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,8260,井筒屋,東1,貸借,404.0,1.0123762376237624,35300.0,4638110000.0,11480470.297029706,6.86,0.46,100,0.0,1,36300.0,4500.0,36300.0,1800.0,1.0,35000.0,2400.0,35000.0,100.0,1.0,0.0
2018-02-23,8267,イオン,東1,貸借,1845.0,1.008130081300813,3949400.0,1608700000000.0,871924119.2411925,63.33,1.35,100,2.35,1,25300.0,8200.0,1649900.0,1200500.0,0.02,32500.0,10000.0,449400.0,82000.0,0.07,2.35
2018-02-23,8273,イズミ,東1,貸借,7000.0,1.02,93400.0,501656400000.0,71665200.0,18.63,2.74,100,2.8,1,3900.0,3200.0,27400.0,6500.0,0.14,700.0,200.0,21400.0,800.0,0.03,2.8
2018-02-23,8278,フジ,東1,貸借,2253.0,1.005770084332002,178100.0,86270880000.0,38291557.92276964,15.37,1.02,100,1.6,1,3600.0,400.0,128500.0,120400.0,0.03,8100.0,2400.0,8100.0,4800.0,1.0,1.6
2018-02-23,8287,マックスバリュ西日本,東2,制度,1966.0,1.0147507629704984,27500.0,51617540000.0,26255106.815869786,20.91,1.02,100,0.0,1,400.0,0.0,0.0,0.0,-1.0,400.0,0.0,0.0,0.0,-1.0,0.0
2018-02-23,8905,イオンモール,東1,貸借,2179.0,1.012849931161083,1571300.0,495567760000.0,227428985.7732905,16.23,1.33,100,2.5,1,13600.0,6300.0,580800.0,553200.0,0.02,27600.0,8900.0,27600.0,6300.0,1.0,2.5
2018-02-23,8984,大和ハウスリート投資法人,東証,貸借,263300.0,1.0178503608051652,6642.0,444977000000.0,1690000.0,62.3,1.19,1,400.0,1,11.0,0.0,1077.0,449.0,0.01,45.0,3.0,628.0,43.0,0.07,400.0
2018-02-23,9275,ナルミヤ・インターナショナル,東1,不明,,,,,,,,100,0.0,1,,,,,,,,,,,0.0
2018-02-23,9414,日本ＢＳ放送,東1,貸借,1346.0,1.0029717682020802,50900.0,23962610000.0,17802830.60921248,14.44,1.42,100,0.05,1,2000.0,0.0,134400.0,110200.0,0.01,11000.0,5600.0,24200.0,7100.0,0.45,0.05
2018-02-23,9418,ＵＳＥＮ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,東1,制度,999.0,1.035035035035035,184400.0,59996950000.0,60057007.00700701,18.93,4.01,100,0.0,1,23500.0,100.0,0.0,0.0,-1.0,23400.0,1300.0,0.0,0.0,-1.0,0.0
2018-02-23,9601,松竹,東1,貸借,15240.0,1.0006561679790027,112700.0,212412940000.0,13937856.955380578,55.85,2.26,100,4.85,1,2800.0,0.0,49700.0,35400.0,0.06,8900.0,3700.0,14300.0,800.0,0.62,4.85
